256,256,2024-06-18,2024-07-03,Standard,Central
257,257,2025-04-08,2025-04-15,Second Class,NULL
258,258,2023-09-18,2023-09-17,First Class,East
259,259,2022-09-20,2022-09-27,First Class,North
260,260,2022-04-27,2022-05-15,Same Day,NULL
261,261,2023-01-06,2023-01-10,NULL,West
262,262,2023-02-21,2023-02-25,NULL,NULL
263,263,2023-12-31,2024-01-04,Second Class,NULL
264,264,2023-12-19,2024-01-07,Same Day,NULL
265,265,2025-02-25,2025-03-11,Standard,East
266,266,2024-10-03,2024-10-05,Second Class,NULL
267,267,2025-02-25,2025-03-01,NULL,NULL
268,268,2024-06-15,2024-06-20,Second Class,East
269,269,2022-02-17,2022-02-21,Standard,NULL
270,270,2023-03-27,2023-03-27,NULL,West
271,271,2023-05-16,2023-06-01,NULL,NULL
272,272,2023-12-18,2023-12-25,Second Class,NULL
273,273,2023-07-23,2023-07-26,NULL,NULL
274,274,2024-08-04,2024-08-01,Second Class,NULL
275,275,2022-10-13,2022-10-26,Same Day,Central
276,276,2023-06-09,2023-06-24,Second Class,South
277,277,2023-01-11,2023-01-15,Standard,NULL
278,278,2024-03-22,2024-03-29,Same Day,East
279,279,2024-08-23,2024-09-11,NULL,NULL
280,280,2023-05-20,2023-05-23,Standard,East
281,281,2022-07-19,2022-07-21,First Class,South
282,282,2024-09-13,2024-09-25,NULL,NULL
283,283,2022-01-22,2022-01-30,NULL,North
284,284,2025-02-15,2025-02-27,Standard,Central
285,285,2024-02-01,2024-02-01,Standard,NULL
286,286,2023-06-03,2023-06-16,Second Class,East
287,287,2022-12-29,2023-01-14,Same Day,East
288,288,2022-08-27,2022-08-24,First Class,NULL
289,289,2023-12-16,2023-12-29,Standard,NULL
290,290,2022-03-20,2022-04-05,Standard,NULL
291,291,2022-12-23,2022-12-23,Same Day,NULL
292,292,2024-11-14,2024-11-26,NULL,NULL
293,293,2023-07-19,2023-08-07,Same Day,South
294,294,2022-11-12,2022-11-11,Standard,NULL
295,295,2022-05-31,2022-06-11,NULL,NULL
296,296,2024-10-20,2024-10-18,Standard,South
297,297,2023-06-20,2023-07-02,NULL,NULL
298,298,2023-04-24,2023-04-28,NULL,South
299,299,2022-11-23,2022-11-25,Second Class,NULL
300,300,2024-11-08,2024-11-20,Second Class,East
301,301,2022-01-29,2022-02-11,NULL,NULL
302,302,2023-03-08,2023-03-12,Second Class,NULL
303,303,2025-02-21,2025-02-25,Second Class,Central
304,304,2023-05-22,2023-06-04,Second Class,NULL
305,305,2024-11-01,2024-11-07,First Class,South
306,306,2024-09-07,2024-09-13,NULL,North
307,307,2025-03-04,2025-03-12,Same Day,East
308,308,2024-06-19,2024-06-22,Standard,NULL
309,309,2024-11-16,2024-11-30,Standard,NULL
310,310,2025-02-15,2025-02-13,First Class,West
311,311,2023-07-14,2023-07-31,First Class,West
312,312,2024-12-20,2024-12-23,Standard,East
313,313,2022-09-15,2022-10-01,Second Class,East
314,314,2023-06-04,2023-06-11,Standard,East
315,315,2023-11-01,2023-11-02,First Class,NULL
316,316,2022-06-12,2022-06-28,NULL,North
317,317,2022-09-23,2022-09-26,First Class,East
318,318,2023-07-07,2023-07-22,NULL,NULL
319,319,2022-11-04,2022-11-20,NULL,South
320,320,2025-03-22,2025-03-24,Second Class,North
321,321,2023-11-23,2023-12-10,Second Class,North
322,322,2024-05-14,2024-05-25,Standard,East
323,323,2024-09-18,2024-09-19,Standard,East
324,324,2022-12-08,2022-12-10,NULL,North
325,325,2023-07-07,2023-07-05,Second Class,NULL
326,326,2023-07-21,2023-08-02,First Class,South
327,327,2024-01-13,2024-02-01,NULL,NULL
328,328,2022-12-31,2023-01-15,NULL,West
329,329,2023-08-31,2023-09-15,Standard,East
330,330,2023-09-20,2023-10-05,Standard,Central
331,331,2023-02-22,2023-03-02,NULL,North
332,332,2023-09-06,2023-09-17,NULL,South
333,333,2022-01-11,2022-01-21,Standard,East
334,334,2022-09-27,2022-10-13,Standard,East
335,335,2022-04-15,2022-04-18,Same Day,West
336,336,2024-05-24,2024-06-01,Second Class,Central
337,337,2023-05-24,2023-05-26,NULL,South
338,338,2024-09-18,2024-09-20,Second Class,NULL
339,339,2022-02-11,2022-02-22,Second Class,East
340,340,2023-02-16,2023-02-22,Standard,North
341,341,2022-10-31,2022-10-31,Standard,NULL
342,342,2024-05-19,2024-06-01,Second Class,East
343,343,2024-02-01,2024-02-06,NULL,North
344,344,2023-11-13,2023-12-02,Standard,East
345,345,2023-10-04,2023-10-11,Second Class,NULL
346,346,2023-07-28,2023-07-31,First Class,North
347,347,2024-04-29,2024-05-15,NULL,NULL
348,348,2023-12-24,2024-01-10,Standard,NULL
349,349,2022-02-24,2022-02-25,NULL,NULL
350,350,2023-04-08,2023-04-14,Standard,NULL
351,351,2023-12-04,2023-12-14,First Class,Central
352,352,2022-02-14,2022-02-28,Standard,West
353,353,2024-04-27,2024-05-07,NULL,Central
354,354,2022-07-04,2022-07-08,NULL,NULL
355,355,2022-11-08,2022-11-13,NULL,NULL
356,356,2023-05-09,2023-05-27,Standard,West
357,357,2022-03-14,2022-03-16,Standard,NULL
358,358,2024-09-25,2024-10-02,First Class,East
359,359,2022-10-20,2022-11-01,First Class,East
360,360,2024-09-20,2024-09-28,Same Day,West
361,361,2023-11-28,2023-12-12,Same Day,NULL
362,362,2024-04-08,2024-04-09,First Class,North
363,363,2023-05-31,2023-06-08,NULL,NULL
364,364,2022-11-13,2022-11-22,First Class,West
365,365,2023-08-26,2023-09-13,NULL,NULL
366,366,2025-04-06,2025-04-10,Standard,East
367,367,2023-08-24,2023-09-01,NULL,West
368,368,2022-08-04,2022-08-09,First Class,East
369,369,2023-03-11,2023-03-18,Second Class,East
370,370,2022-04-13,2022-04-28,Same Day,Central
371,371,2023-05-14,2023-05-17,Standard,West
372,372,2023-03-18,2023-03-23,NULL,NULL
373,373,2024-10-01,2024-10-01,Second Class,North
374,374,2023-12-20,2023-12-27,NULL,NULL
375,375,2023-07-30,2023-07-27,Second Class,East
376,376,2022-12-15,2022-12-23,Second Class,East
377,377,2022-04-06,2022-04-09,Second Class,East
378,378,2023-12-03,2023-12-10,Standard,South
379,379,2024-09-07,2024-09-09,Standard,East
380,380,2022-01-26,2022-02-15,Second Class,West
381,381,2023-12-19,2023-12-19,NULL,West
382,382,2023-12-30,2024-01-13,NULL,West
383,383,2023-08-28,2023-09-15,Second Class,NULL
384,384,2022-10-12,2022-10-21,Second Class,South
385,385,2024-08-06,2024-08-09,Same Day,North
386,386,2023-02-13,2023-02-25,First Class,South
387,387,2024-01-07,2024-01-15,NULL,NULL
388,388,2025-04-02,2025-04-12,NULL,West
389,389,2022-01-13,2022-01-22,NULL,East
390,390,2023-05-07,2023-05-10,Standard,North
391,391,2022-06-21,2022-06-28,First Class,NULL
392,392,2022-01-06,2022-01-17,NULL,NULL
393,393,2022-08-17,2022-08-26,Second Class,South
394,394,2024-01-07,2024-01-22,Second Class,NULL
395,395,2023-02-01,2023-02-03,Second Class,East
396,396,2023-07-12,2023-07-20,First Class,Central
397,397,2023-07-12,2023-07-21,Second Class,South
398,398,2022-01-26,2022-01-24,First Class,West
399,399,2024-11-04,2024-11-16,NULL,South
400,400,2023-10-10,2023-10-26,Standard,North
401,401,2022-04-14,2022-04-16,Second Class,NULL
402,402,2023-04-24,2023-05-08,Same Day,NULL
403,403,2023-09-01,2023-09-15,NULL,West
404,404,2023-09-27,2023-10-14,NULL,North
405,405,2022-08-27,2022-08-29,First Class,NULL
406,406,2022-06-19,2022-06-20,NULL,South
407,407,2022-04-20,2022-05-02,Second Class,East
408,408,2023-03-31,2023-04-14,NULL,East
409,409,2022-03-14,2022-03-30,Same Day,East
410,410,2024-11-21,2024-12-06,Standard,North
411,411,2022-01-30,2022-02-06,Second Class,East
412,412,2022-07-31,2022-08-11,First Class,North
413,413,2022-02-26,2022-03-09,Standard,West
414,414,2022-12-10,2022-12-08,Standard,NULL
415,415,2024-12-15,2025-01-01,Same Day,South
416,416,2022-04-10,2022-04-26,First Class,West
417,417,2024-02-24,2024-02-23,Second Class,South
418,418,2023-07-11,2023-07-24,NULL,NULL
419,419,2022-11-23,2022-12-04,NULL,East
420,420,2024-04-22,2024-05-09,Same Day,East
421,421,2024-07-31,2024-08-14,NULL,NULL
422,422,2022-06-29,2022-07-16,Standard,South
423,423,2023-02-23,2023-03-02,NULL,East
424,424,2024-12-15,2025-01-03,First Class,East
425,425,2022-11-27,2022-12-15,Same Day,East
426,426,2022-08-08,2022-08-11,Second Class,West
427,427,2022-08-05,2022-08-04,Second Class,West
428,428,2024-05-26,2024-06-03,Second Class,NULL
429,429,2022-03-07,2022-03-20,Standard,Central
430,430,2025-01-19,2025-01-27,Standard,Central
431,431,2022-11-03,2022-11-15,Standard,North
432,432,2023-12-23,2024-01-01,Standard,South
433,433,2024-09-20,2024-10-02,NULL,Central
434,434,2022-02-27,2022-03-10,Standard,East
435,435,2024-06-10,2024-06-19,NULL,NULL
436,436,2025-02-09,2025-02-08,Standard,NULL
437,437,2024-12-18,2024-12-29,NULL,NULL
438,438,2024-10-18,2024-11-04,NULL,South
439,439,2024-06-11,2024-06-27,Standard,NULL
440,440,2023-01-02,2023-01-06,Standard,NULL
441,441,2024-04-14,2024-04-16,First Class,South
442,442,2024-09-12,2024-09-22,Second Class,East
443,443,2025-01-12,2025-01-17,Standard,West
444,444,2024-06-03,2024-06-13,Second Class,NULL
445,445,2025-04-01,2025-04-07,Standard,North
446,446,2024-02-15,2024-02-13,Second Class,East
447,447,2023-07-26,2023-08-13,First Class,NULL
448,448,2024-02-25,2024-03-01,First Class,South
449,449,2022-08-30,2022-09-10,NULL,NULL
450,450,2022-04-19,2022-05-02,Standard,NULL
451,451,2023-01-07,2023-01-17,NULL,NULL
452,452,2023-01-25,2023-02-02,Second Class,North
453,453,2023-11-28,2023-12-13,NULL,West
454,454,2024-04-19,2024-04-24,NULL,South
455,455,2022-02-28,2022-03-03,Second Class,NULL
456,456,2022-05-17,2022-05-31,NULL,NULL
457,457,2024-07-25,2024-07-30,Standard,North
458,458,2023-03-19,2023-04-04,Second Class,Central
459,459,2023-12-03,2023-12-20,NULL,NULL
460,460,2025-03-20,2025-03-30,Second Class,East
461,461,2024-10-07,2024-10-10,NULL,NULL
462,462,2022-11-14,2022-11-24,Standard,South
463,463,2023-06-27,2023-07-12,Second Class,West
464,464,2022-12-18,2022-12-29,NULL,West
465,465,2024-02-13,2024-02-28,First Class,West
466,466,2023-10-12,2023-10-19,Same Day,NULL
467,467,2024-03-10,2024-03-18,NULL,NULL
468,468,2024-12-25,2025-01-03,Standard,Central
469,469,2022-05-07,2022-05-22,Same Day,NULL
470,470,2023-08-10,2023-08-28,NULL,South
471,471,2022-11-01,2022-11-09,Second Class,East
472,472,2022-02-05,2022-02-07,First Class,NULL
473,473,2023-05-18,2023-05-27,First Class,North
474,474,2022-08-18,2022-08-24,Same Day,East
475,475,2022-01-05,2022-01-07,Second Class,NULL
476,476,2023-06-05,2023-06-19,Standard,Central
477,477,2022-08-01,2022-08-09,First Class,South
478,478,2024-04-19,2024-04-21,Standard,NULL
479,479,2022-02-10,2022-02-23,Standard,Central
480,480,2024-06-15,2024-06-22,Second Class,Central
481,481,2024-03-15,2024-03-29,Standard,North
482,482,2024-06-08,2024-06-18,NULL,NULL
483,483,2023-04-25,2023-05-08,Same Day,NULL
484,484,2022-02-15,2022-02-15,Standard,South
485,485,2023-02-02,2023-02-14,Second Class,NULL
486,486,2022-05-10,2022-05-20,First Class,NULL
487,487,2024-10-29,2024-11-02,Second Class,North
488,488,2024-11-22,2024-12-09,NULL,NULL
489,489,2024-09-24,2024-10-09,First Class,West
490,490,2022-04-28,2022-05-06,Standard,North
491,491,2023-12-21,2023-12-30,Standard,NULL
492,492,2023-01-18,2023-02-02,Standard,West
493,493,2022-05-01,2022-05-05,Second Class,NULL
494,494,2025-01-15,2025-01-15,NULL,NULL
495,495,2024-12-30,2025-01-14,NULL,East
496,496,2023-08-10,2023-08-27,NULL,NULL
497,497,2022-03-23,2022-04-09,NULL,NULL
498,498,2022-03-13,2022-03-27,Standard,East
499,499,2023-02-10,2023-02-26,First Class,NULL
500,500,2024-09-16,2024-09-16,NULL,North
501,501,2024-11-23,2024-12-03,First Class,NULL
502,502,2023-03-04,2023-03-17,Second Class,South
503,503,2022-06-06,2022-06-12,Same Day,NULL
504,504,2023-05-19,2023-06-05,Standard,Central
505,505,2022-06-14,2022-06-25,First Class,East
506,506,2022-10-18,2022-11-06,Second Class,South
507,507,2023-11-30,2023-12-13,Second Class,NULL
508,508,2022-09-12,2022-09-27,First Class,NULL
509,509,2022-08-07,2022-08-18,First Class,South
510,510,2023-12-20,2023-12-21,First Class,West
511,511,2023-06-12,2023-06-18,NULL,NULL
512,512,2022-08-20,2022-08-21,Standard,West
513,513,2022-12-05,2022-12-07,NULL,South
514,514,2023-01-30,2023-02-15,NULL,North
515,515,2023-11-27,2023-12-14,Standard,North
516,516,2024-04-02,2024-04-06,Standard,North
517,517,2023-10-07,2023-10-06,NULL,Central
518,518,2022-04-16,2022-04-24,Second Class,NULL
519,519,2025-03-03,2025-03-15,Standard,NULL
520,520,2022-10-06,2022-10-08,NULL,West
521,521,2023-08-24,2023-08-21,Second Class,NULL
522,522,2023-11-20,2023-11-19,Second Class,North
523,523,2022-07-15,2022-07-30,Second Class,North
524,524,2023-03-18,2023-04-03,Standard,West
525,525,2022-11-27,2022-12-03,Standard,NULL
526,526,2023-02-09,2023-02-22,First Class,North
527,527,2022-09-25,2022-09-24,Second Class,East
528,528,2023-11-22,2023-11-28,Standard,North
529,529,2022-07-18,2022-07-18,Standard,North
530,530,2024-08-22,2024-09-01,Standard,East
531,531,2023-01-01,2023-01-15,NULL,East
532,532,2022-06-16,2022-07-04,Standard,East
533,533,2023-08-21,2023-08-23,Standard,West
534,534,2024-07-05,2024-07-18,Standard,South
535,535,2022-12-02,2022-12-12,NULL,East
536,536,2022-04-05,2022-04-04,Same Day,East
537,537,2025-04-06,2025-04-18,Standard,West
538,538,2025-02-03,2025-02-06,First Class,Central
539,539,2024-04-09,2024-04-27,First Class,Central
540,540,2022-01-04,2022-01-06,NULL,NULL
541,541,2024-09-18,2024-09-25,Same Day,West
542,542,2024-11-29,2024-12-14,NULL,West
543,543,2024-12-20,2024-12-26,First Class,West
544,544,2023-09-27,2023-09-27,Same Day,South
545,545,2024-12-22,2025-01-06,Second Class,East
546,546,2022-05-25,2022-06-09,Second Class,East
547,547,2022-12-14,2022-12-21,Second Class,NULL
548,548,2024-11-04,2024-11-08,Standard,North
549,549,2022-08-10,2022-08-20,NULL,East
550,550,2024-03-06,2024-03-10,Standard,NULL
551,551,2024-12-01,2024-12-01,Second Class,East
552,552,2025-01-28,2025-01-27,Same Day,East
553,553,2023-09-09,2023-09-13,First Class,West
554,554,2022-01-16,2022-01-28,NULL,Central
555,555,2023-05-06,2023-05-23,Standard,Central
556,556,2025-03-26,2025-04-09,Second Class,East
557,557,2025-02-06,2025-02-16,Standard,West
558,558,2022-10-09,2022-10-27,Standard,Central
559,559,2024-07-26,2024-08-07,NULL,West
