190,377,2025-04-08,Returned,NULL,1080.05,8,0.04,17.29,40.71
191,163,2025-03-16,Returned,NULL,982.11,8,0.25,82.96,13.26
192,84,2022-04-13,NULL,Credit Card,876.21,5,0.00,112.65,30.60
193,150,2022-10-08,Returned,NULL,1355.87,1,0.16,102.61,24.14
194,367,2023-07-13,NULL,NULL,997.69,4,0.25,27.91,43.29
195,267,2022-12-19,Returned,Credit Card,1180.10,1,0.14,345.78,34.37
196,242,2022-08-26,Cancelled,PayPal,573.94,4,0.27,197.49,19.71
197,103,2023-08-08,Cancelled,NULL,1272.77,4,0.27,258.65,17.21
198,176,2022-01-10,Completed,PayPal,130.85,8,0.28,159.19,12.64
199,282,2022-03-22,Returned,NULL,1154.04,6,0.11,285.66,29.64
200,245,2023-02-01,Completed,PayPal,932.29,6,0.15,259.90,26.79
201,271,2023-12-25,NULL,NULL,1011.53,4,0.19,-47.26,30.38
202,70,2024-07-26,NULL,Cash,845.26,1,0.01,228.41,8.11
203,308,2023-11-01,NULL,NULL,588.07,1,0.11,145.11,17.35
204,174,2022-07-16,Completed,NULL,668.45,6,0.03,327.79,25.95
205,368,2023-04-05,Completed,Credit Card,160.04,2,0.20,296.90,14.23
206,66,2022-11-12,NULL,Bank Transfer,228.31,3,0.20,312.20,33.91
207,362,2024-05-19,Completed,NULL,710.33,7,0.29,75.88,43.49
208,70,2024-02-06,Completed,NULL,128.26,6,0.10,239.51,28.37
209,322,2023-10-21,NULL,NULL,1183.62,3,0.12,46.59,22.92
210,253,2023-11-02,Completed,Credit Card,789.08,4,0.18,346.16,13.79
211,394,2023-10-24,Completed,NULL,1206.49,8,0.15,-46.54,23.31
212,255,2024-12-03,Cancelled,Bank Transfer,546.43,2,0.01,-12.19,36.50
213,402,2022-08-08,NULL,NULL,815.48,4,0.18,60.42,22.50
214,225,2022-06-23,Returned,Credit Card,1466.95,6,0.17,262.77,31.04
215,492,2024-03-24,NULL,Credit Card,687.69,5,0.30,211.03,25.52
216,52,2025-02-20,Completed,PayPal,534.71,1,0.08,321.64,38.20
217,70,2024-10-20,Completed,Credit Card,1327.06,7,0.27,59.27,24.68
218,175,2023-02-21,Cancelled,Credit Card,1045.69,6,0.11,248.79,24.97
219,32,2023-07-22,Returned,PayPal,1528.08,6,0.22,309.49,16.96
220,339,2024-06-30,Returned,Bank Transfer,308.92,1,0.25,289.03,34.22
221,34,2023-04-02,Cancelled,Cash,1248.91,6,0.19,31.76,34.83
222,119,2023-07-19,Completed,Cash,1318.02,3,0.22,21.49,6.92
223,391,2022-07-15,NULL,PayPal,1320.53,3,0.07,196.13,31.42
224,444,2022-05-22,Completed,NULL,396.06,1,0.05,99.81,37.92
225,477,2024-06-17,Cancelled,NULL,469.45,1,0.18,198.78,9.60
226,21,2024-08-12,Completed,Credit Card,1549.94,2,0.26,210.00,24.31
227,139,2023-05-16,Completed,NULL,649.58,3,0.29,349.49,13.31
228,82,2022-10-25,Cancelled,NULL,1507.85,6,0.18,349.73,15.11
229,253,2022-08-11,Completed,NULL,980.64,1,0.11,290.13,44.59
230,41,2023-01-01,NULL,Credit Card,1368.44,8,0.08,98.27,22.15
231,418,2025-02-08,NULL,NULL,743.57,8,0.02,228.06,11.24
232,170,2023-07-25,Cancelled,Credit Card,682.14,6,0.18,198.18,33.24
233,278,2023-07-04,Cancelled,NULL,1542.55,2,0.06,68.85,43.44
234,118,2023-05-21,Completed,Credit Card,733.63,5,0.19,-40.82,38.96
235,291,2022-12-14,NULL,NULL,1133.85,2,0.28,270.57,40.08
236,202,2024-11-16,Returned,Bank Transfer,487.19,5,0.12,44.63,33.75
237,382,2022-12-04,Completed,Credit Card,99.71,6,0.10,263.66,22.64
238,64,2023-07-09,Completed,Credit Card,1220.67,1,0.22,42.50,44.90
239,47,2023-11-22,Completed,Credit Card,677.58,5,0.22,274.87,12.80
240,240,2024-12-08,Returned,Bank Transfer,1165.77,3,0.23,191.63,37.74
241,273,2022-02-13,NULL,Cash,248.50,5,0.16,130.26,11.27
242,295,2023-11-27,NULL,NULL,1328.77,8,0.13,-21.59,34.52
243,130,2022-05-05,Returned,PayPal,507.93,8,0.12,23.41,18.81
244,226,2022-09-08,Cancelled,Credit Card,1192.64,5,0.12,101.18,21.68
245,262,2023-08-24,Completed,Cash,1469.60,7,0.00,-31.46,12.87
246,244,2023-07-15,NULL,Credit Card,1346.61,3,0.18,269.85,10.72
247,12,2022-03-17,Completed,Bank Transfer,1489.63,7,0.03,122.65,15.13
248,397,2022-12-19,NULL,Credit Card,1031.91,1,0.08,45.87,34.30
249,218,2024-12-02,Returned,NULL,277.14,4,0.24,-29.79,24.54
250,16,2022-08-30,Cancelled,PayPal,328.82,3,0.15,-31.59,22.95
251,259,2023-04-10,Returned,NULL,1127.42,8,0.25,254.93,24.63
252,114,2022-05-27,Completed,Bank Transfer,1480.54,4,0.01,90.43,24.97
253,444,2022-12-03,Cancelled,Credit Card,979.83,2,0.28,134.49,19.16
254,414,2022-12-01,Returned,PayPal,358.86,3,0.20,259.51,13.49
255,406,2024-01-28,Returned,NULL,165.64,4,0.27,20.94,19.06
256,247,2024-06-17,NULL,PayPal,1545.25,5,0.17,267.74,11.62
257,435,2025-04-05,Returned,Bank Transfer,237.97,6,0.15,326.94,39.97
258,318,2023-09-15,Returned,PayPal,1133.71,5,0.15,231.41,21.64
259,430,2022-09-19,Completed,NULL,433.38,8,0.22,207.13,44.97
260,493,2022-04-26,Cancelled,NULL,1128.43,3,0.26,147.75,21.62
261,144,2023-01-05,Completed,NULL,695.09,1,0.18,96.84,7.77
262,64,2023-02-20,Completed,Credit Card,1537.21,1,0.02,-43.54,44.73
263,300,2023-12-27,Completed,Bank Transfer,782.04,2,0.06,89.86,28.26
264,394,2023-12-19,Completed,NULL,1106.54,2,0.30,9.80,30.27
265,170,2025-02-23,NULL,Bank Transfer,917.55,6,0.03,200.54,40.83
266,307,2024-10-02,Returned,NULL,822.13,8,0.24,123.74,18.84
267,122,2025-02-24,Completed,NULL,1252.58,4,0.25,-9.27,23.68
268,408,2024-06-11,Cancelled,Credit Card,1328.54,7,0.26,75.48,19.98
269,432,2022-02-15,Completed,PayPal,1438.34,5,0.04,89.29,18.36
270,266,2023-03-23,Completed,PayPal,550.64,4,0.25,240.13,8.77
271,91,2023-05-16,Cancelled,Bank Transfer,669.93,3,0.01,58.94,43.61
272,295,2023-12-14,Cancelled,NULL,1212.05,8,0.08,27.36,12.01
273,210,2023-07-19,NULL,Credit Card,426.02,7,0.14,-6.10,31.24
274,259,2024-07-31,Returned,NULL,1385.61,3,0.10,231.43,20.80
275,94,2022-10-12,Returned,Cash,906.11,4,0.20,253.15,22.07
276,307,2023-06-05,NULL,Cash,110.91,6,0.01,242.02,12.37
277,354,2023-01-08,NULL,PayPal,1379.21,5,0.15,339.46,18.51
278,82,2024-03-21,NULL,PayPal,1368.75,7,0.27,30.11,15.28
279,185,2024-08-23,Completed,Credit Card,890.82,3,0.03,-13.11,11.74
280,400,2023-05-16,Completed,NULL,879.78,6,0.11,67.42,41.17
281,236,2022-07-19,Completed,PayPal,399.30,6,0.22,297.99,33.11
282,157,2024-09-13,NULL,Credit Card,1439.99,3,0.29,124.21,23.51
283,75,2022-01-20,NULL,NULL,1531.59,3,0.30,265.76,10.51
284,488,2025-02-15,NULL,PayPal,1189.38,2,0.11,-3.84,34.84
285,417,2024-01-29,NULL,NULL,394.20,1,0.21,330.11,36.17
286,155,2023-06-03,NULL,Cash,989.67,3,0.11,229.41,21.47
287,25,2022-12-26,NULL,Credit Card,1164.51,8,0.14,213.27,12.35
288,146,2022-08-23,NULL,Bank Transfer,703.58,2,0.09,-16.03,32.79
289,224,2023-12-12,Returned,Credit Card,1468.36,6,0.20,247.10,21.87
290,79,2022-03-19,Returned,NULL,946.38,8,0.15,262.69,43.42
291,282,2022-12-21,NULL,Credit Card,995.42,3,0.09,176.30,17.25
292,461,2024-11-14,Returned,PayPal,135.80,8,0.21,237.61,16.44
293,500,2023-07-18,NULL,Bank Transfer,1360.97,8,0.27,326.69,9.29
294,193,2022-11-09,Completed,Credit Card,1299.47,2,0.13,106.10,42.62
295,257,2022-05-27,Cancelled,Bank Transfer,1492.36,7,0.15,90.81,34.43
296,21,2024-10-16,Completed,PayPal,56.18,4,0.02,60.08,33.77
297,65,2023-06-19,Returned,Credit Card,52.71,8,0.20,176.83,37.96
298,124,2023-04-21,Completed,PayPal,910.05,4,0.17,-29.44,35.03
299,372,2022-11-22,Returned,Bank Transfer,1301.52,2,0.28,107.07,14.22
300,470,2024-11-07,Returned,NULL,322.76,6,0.28,192.04,42.85
301,106,2022-01-29,Completed,PayPal,1539.51,6,0.14,130.75,36.62
302,487,2023-03-05,Completed,Credit Card,979.69,4,0.14,322.29,16.00
303,102,2025-02-18,Returned,Bank Transfer,1117.35,7,0.10,272.65,29.72
304,49,2023-05-22,Completed,Credit Card,1165.73,2,0.24,56.57,23.46
305,239,2024-10-31,Completed,Bank Transfer,1230.25,5,0.16,34.63,13.92
306,41,2024-09-04,Cancelled,Cash,587.58,6,0.07,105.07,27.24
307,376,2025-03-03,Returned,Cash,356.71,5,0.17,46.75,27.00
308,290,2024-06-19,Completed,PayPal,914.99,6,0.25,294.28,9.03
309,305,2024-11-16,NULL,NULL,673.55,7,0.26,101.85,15.03
310,327,2025-02-11,NULL,NULL,1024.25,3,0.16,120.60,23.49
311,347,2023-07-11,Completed,Credit Card,1464.70,1,0.29,235.45,35.30
312,85,2024-12-17,NULL,Cash,818.38,2,0.04,59.72,25.22
313,359,2022-09-13,Cancelled,Credit Card,1084.68,2,0.21,199.56,41.08
314,388,2023-05-31,Returned,Bank Transfer,590.60,5,0.27,292.33,16.79
315,438,2023-10-30,Returned,Cash,1414.83,5,0.08,289.95,24.40
316,258,2022-06-12,Returned,Credit Card,538.69,1,0.14,251.36,26.93
317,460,2022-09-23,NULL,NULL,923.33,1,0.05,127.61,29.32
318,459,2023-07-03,NULL,PayPal,1243.39,3,0.02,238.98,33.59
319,256,2022-11-04,NULL,NULL,51.30,7,0.15,-23.36,42.70
320,99,2025-03-21,NULL,NULL,968.02,3,0.19,32.18,29.89
321,124,2023-11-20,Returned,NULL,401.45,6,0.24,293.62,29.63
322,157,2024-05-14,Completed,NULL,1070.25,5,0.28,246.88,39.01
323,379,2024-09-15,Completed,NULL,507.36,8,0.02,301.40,31.49
324,447,2022-12-06,Returned,Credit Card,354.27,6,0.18,39.04,21.65
325,277,2023-07-03,NULL,Bank Transfer,1254.50,4,0.10,185.56,22.93
326,495,2023-07-20,Completed,Cash,341.09,1,0.10,134.75,27.47
327,110,2024-01-13,Returned,Credit Card,1032.54,5,0.04,3.59,13.53
328,324,2022-12-30,NULL,Cash,433.24,7,0.04,244.29,11.14
329,331,2023-08-30,Completed,Credit Card,741.31,8,0.18,42.54,13.95
330,343,2023-09-16,Returned,Cash,1245.62,8,0.28,120.11,20.53
331,214,2023-02-22,Cancelled,PayPal,195.43,1,0.26,268.94,22.64
332,150,2023-09-03,Cancelled,Credit Card,1209.62,5,0.16,211.33,9.21
333,138,2022-01-11,Completed,Cash,833.44,5,0.14,165.86,7.40
334,198,2022-09-24,Completed,PayPal,1422.32,8,0.21,124.85,40.56
335,145,2022-04-13,NULL,NULL,1319.29,6,0.17,16.94,19.78
336,164,2024-05-24,Returned,PayPal,100.13,4,0.20,288.59,21.52
337,312,2023-05-23,NULL,NULL,1402.24,4,0.23,37.21,12.66
338,23,2024-09-18,Cancelled,Cash,71.66,5,0.09,-1.81,11.17
339,241,2022-02-08,Returned,NULL,599.81,1,0.12,348.35,23.36
340,112,2023-02-16,NULL,Credit Card,569.09,7,0.29,194.17,37.49
341,247,2022-10-27,Completed,PayPal,1422.82,4,0.17,-3.53,41.10
342,34,2024-05-19,Cancelled,Cash,1233.97,6,0.08,266.71,32.86
343,138,2024-02-01,Returned,Credit Card,982.29,8,0.06,-45.83,22.51
344,463,2023-11-13,NULL,PayPal,1393.26,5,0.30,-18.53,7.94
345,455,2023-10-02,NULL,NULL,414.01,6,0.07,-33.20,33.71
346,400,2023-07-27,Cancelled,Credit Card,1506.16,5,0.24,115.35,33.58
347,415,2024-04-27,Completed,Bank Transfer,313.29,7,0.03,267.80,29.28
348,400,2023-12-22,NULL,NULL,699.50,4,0.20,165.72,11.35
349,358,2022-02-23,NULL,PayPal,361.85,8,0.22,269.22,20.29
350,207,2023-04-05,NULL,NULL,1206.55,1,0.13,190.57,21.51
351,293,2023-12-02,NULL,Cash,258.95,7,0.07,58.08,15.54
352,272,2022-02-12,Completed,Bank Transfer,455.89,3,0.17,22.74,42.23
353,333,2024-04-26,Returned,PayPal,925.83,1,0.19,-16.21,21.39
354,34,2022-07-02,Completed,NULL,423.27,3,0.25,289.61,30.05
355,132,2022-11-07,Returned,PayPal,666.05,7,0.26,118.87,13.26
356,149,2023-05-07,NULL,NULL,276.89,4,0.12,305.89,9.09
357,9,2022-03-10,NULL,Credit Card,82.39,5,0.10,109.31,35.91
358,194,2024-09-25,NULL,Cash,1303.59,5,0.13,279.61,19.44
