192,6747,120,3,101.44,5.21
193,1220,111,1,184.67,168.52
194,4121,110,5,132.08,70.49
195,7381,106,2,312.61,127.06
196,6779,52,4,576.84,161.77
197,5346,59,4,237.68,18.73
198,4152,108,4,582.06,77.84
199,8163,105,2,222.23,153.41
200,9983,16,1,468.44,217.88
201,9333,83,4,488.41,32.13
202,2046,38,5,499.45,156.50
203,4045,18,3,387.54,8.39
204,4446,52,5,216.25,-7.78
205,7774,79,1,342.66,183.92
206,1175,115,1,297.28,-14.36
207,8106,28,2,169.99,180.72
208,7278,103,1,415.16,65.90
209,1554,54,1,216.73,-19.46
210,6713,61,3,525.76,120.35
211,3750,9,3,122.43,21.82
212,2820,25,3,408.38,216.55
213,489,58,3,184.98,35.95
214,4090,98,1,27.65,9.40
215,9732,106,1,568.57,192.72
216,1929,118,5,508.24,92.78
217,6334,15,4,584.28,43.48
218,3313,41,4,77.94,139.89
219,9089,68,2,256.74,150.05
220,7430,113,2,287.52,95.41
221,3209,20,1,663.38,116.00
222,1918,9,1,250.10,205.09
223,5880,91,2,500.63,196.69
224,4569,66,4,513.24,139.42
225,3107,11,5,351.54,71.14
226,5966,13,3,174.91,160.01
227,3839,13,1,561.64,131.72
228,935,106,4,89.71,114.99
229,4036,12,3,405.30,228.14
230,9780,42,2,539.21,40.38
231,5207,74,2,401.40,71.61
232,1950,1,2,284.66,116.48
233,2529,23,5,662.59,73.30
234,4214,58,1,343.39,110.60
235,7721,90,3,236.63,104.50
236,9249,10,4,572.56,-2.62
237,107,83,1,22.46,127.70
238,44,18,5,472.99,34.07
239,737,46,3,186.98,124.11
240,3726,112,4,95.37,-1.54
241,572,67,3,220.27,51.62
242,3361,49,5,195.12,175.82
243,1308,106,1,416.23,30.23
244,2162,93,4,288.02,176.75
245,6009,54,5,346.26,168.84
246,7810,85,4,198.57,160.32
247,24,98,4,231.29,-6.02
248,8200,13,4,586.77,27.62
249,5666,110,3,503.84,16.91
250,252,111,4,84.31,153.81
251,6802,53,5,548.97,164.35
252,2125,16,1,536.53,85.46
253,4726,37,4,245.94,102.17
254,2069,77,2,81.60,75.49
255,8717,42,1,435.10,181.99
256,2036,37,4,684.64,116.88
257,3441,92,2,240.21,8.82
258,9380,69,4,200.26,95.46
259,424,111,1,30.31,85.49
260,454,50,1,652.72,220.40
261,8915,110,3,280.78,105.38
262,2635,99,5,601.43,97.42
263,7029,53,3,639.33,121.43
264,578,63,3,488.96,219.92
265,5554,46,4,161.81,85.03
266,4136,113,4,295.77,207.23
267,1329,99,3,239.47,63.73
268,3749,113,4,475.23,166.81
269,9284,25,1,173.29,89.20
270,1168,29,4,211.83,217.38
271,9156,113,3,186.22,-12.57
272,1088,11,3,233.90,142.88
273,5568,115,1,81.51,117.65
274,1810,13,5,421.52,97.18
275,9087,33,4,683.69,82.80
276,3006,116,1,602.11,201.49
277,472,16,2,674.79,125.31
278,5015,117,5,531.30,26.45
279,4416,88,5,581.01,6.29
280,7961,52,4,228.56,23.30
281,8577,76,5,484.44,117.70
282,6603,16,2,529.75,175.11
283,9808,72,1,389.71,156.14
284,7421,18,1,74.82,147.70
285,2810,76,2,640.84,178.02
286,7081,24,3,563.20,59.91
287,5027,101,4,515.49,13.93
288,5771,29,4,640.99,191.93
289,5342,56,4,467.65,202.07
290,1765,93,1,57.00,205.98
291,746,78,1,228.04,22.92
292,9054,8,2,86.93,90.74
293,8995,51,3,65.05,100.97
294,3807,45,3,12.45,150.48
295,556,67,4,71.86,224.23
296,3386,31,4,479.12,142.11
297,8799,35,2,635.69,184.05
298,1035,33,3,340.46,209.86
299,9345,71,4,472.06,6.68
300,5427,41,3,415.29,195.94
301,4363,86,5,582.07,144.73
302,5409,115,5,508.35,212.24
303,7747,100,3,237.57,85.10
304,5348,7,3,653.04,172.46
305,4624,12,4,202.39,137.34
306,472,63,2,306.78,181.89
307,8707,26,3,475.35,-7.96
308,9215,39,4,114.99,148.87
309,4764,58,4,347.86,32.63
310,7635,43,5,198.78,76.77
311,666,24,2,467.94,-0.56
312,4075,43,1,423.38,88.00
313,718,105,4,475.24,196.91
314,5631,90,5,111.43,94.28
315,5174,27,5,550.52,97.52
316,5026,98,4,121.12,208.32
317,7759,16,3,11.56,-9.58
318,7215,3,4,549.43,206.86
319,4890,105,4,69.07,57.25
320,7184,32,5,270.38,30.38
321,2183,20,3,154.75,-9.34
322,823,30,5,465.36,19.72
323,9382,102,4,672.90,89.96
324,626,8,1,168.80,5.43
325,4236,48,1,414.60,65.15
326,6001,111,2,157.03,19.17
327,6537,54,1,23.02,219.87
328,3073,21,5,457.50,172.39
329,4967,27,2,527.58,207.19
330,920,44,3,511.45,91.69
331,2755,115,1,351.39,5.75
332,1909,64,4,153.55,226.31
333,5192,62,4,353.21,212.88
334,7237,112,2,224.72,95.55
335,5508,88,3,107.52,158.66
336,877,74,1,111.50,-6.89
337,4206,87,3,211.87,5.08
338,3069,96,2,324.89,127.00
339,8467,116,2,19.50,29.39
340,6353,52,2,510.19,48.99
341,4088,71,5,184.18,-0.02
342,9749,96,3,564.91,176.38
343,6534,16,1,488.86,195.16
344,3532,37,5,571.26,146.78
345,6888,30,5,449.03,168.83
346,6018,51,1,576.19,124.09
347,6578,56,4,357.50,223.21
348,4366,87,5,179.51,78.58
349,3619,37,3,50.52,24.37
350,5270,8,5,310.54,229.29
351,3655,117,4,184.44,130.61
352,3429,87,1,40.71,112.13
353,6446,98,5,231.09,209.31
354,7800,54,4,618.93,-4.08
355,7195,70,3,243.17,225.11
356,5199,116,4,45.69,170.70
357,1058,46,4,412.44,15.68
358,6192,39,2,575.96,163.13
359,1929,24,3,100.72,167.96
360,551,55,1,206.25,133.05
361,2012,62,5,418.38,101.24
362,6845,70,2,71.21,180.60
363,5006,105,3,437.75,62.96
364,1778,49,5,210.44,165.64
365,1300,16,3,278.65,184.81
366,3716,21,4,621.61,172.95
367,363,87,4,483.41,198.82
368,2220,99,3,443.94,196.97
369,5365,11,4,691.56,-17.18
370,4995,12,4,432.20,157.33
371,9741,26,1,46.34,180.77
372,8248,98,1,499.42,107.91
373,2356,113,3,123.62,0.74
374,4137,107,3,253.22,121.95
375,1214,118,5,188.92,132.82
376,1477,82,5,565.61,110.26
377,6257,17,5,468.87,-13.95
378,9070,13,1,288.04,152.75
379,217,70,4,413.55,71.14
380,9543,107,4,461.64,119.05
381,3349,63,1,202.94,114.71
382,3637,118,5,137.05,90.13
383,4117,71,3,432.07,186.74
384,6347,58,3,314.69,92.12
385,5681,82,4,581.20,118.41
386,238,28,3,573.69,161.96
387,1324,36,3,397.25,143.19
388,39,117,3,221.34,72.58
389,833,62,1,589.46,185.58
390,3105,5,1,521.21,114.56
391,4044,120,5,483.78,207.30
392,4727,55,4,10.68,158.78
393,3107,8,4,514.04,227.31
394,7328,56,2,323.35,206.53
395,1773,55,4,691.21,229.84
396,7548,63,4,96.59,218.50
397,1647,73,4,384.10,121.23
398,8850,42,5,33.07,227.17
399,6050,72,4,428.10,225.18
400,971,49,3,620.12,79.65
401,9563,114,3,699.04,120.31
402,6931,6,2,677.26,186.01
403,2795,93,1,605.55,35.63
404,3473,82,1,519.33,184.06
405,7185,58,5,644.82,131.39
406,4537,106,2,396.30,81.08
407,1727,71,2,50.81,150.47
408,8829,84,3,43.90,37.08
409,6421,6,1,626.65,177.16
410,4092,102,1,465.91,24.42
411,6353,45,2,678.65,16.48
412,4854,114,3,500.07,85.45
413,4374,36,5,587.68,186.65
414,6201,59,3,444.55,25.91
415,446,67,1,506.35,6.21
416,2518,38,5,40.90,120.69
417,8985,60,4,469.05,86.66
418,5579,35,1,631.13,-4.00
419,6396,16,4,625.45,202.57
420,6366,111,5,560.91,65.16
421,8964,31,2,644.99,206.87
422,7058,104,2,295.48,53.60
423,2416,80,5,562.40,89.93
424,575,89,5,506.25,214.76
425,948,60,3,184.56,220.99
426,7183,105,4,569.75,219.37
427,2655,13,2,229.75,135.18
428,6156,86,3,422.50,-12.78
429,4061,8,2,132.08,197.65
430,6734,78,2,54.85,88.96
431,552,99,4,486.86,114.35
432,5328,7,5,285.84,-13.38
433,5653,25,3,323.37,154.22
434,9921,115,4,182.17,224.82
435,8873,5,1,627.93,15.64
436,4731,4,5,144.35,-14.87
437,7057,12,3,452.71,158.57
438,7138,115,5,149.71,57.92
439,9513,49,2,154.39,15.09
440,1784,114,3,171.59,182.46
441,590,111,1,68.54,52.87
442,6698,61,1,267.06,210.84
443,7409,90,2,292.31,180.76
444,6451,103,1,407.15,107.04
445,2684,85,1,492.70,100.82
446,1418,8,2,45.87,154.23
447,5457,11,1,267.43,44.41
448,9801,90,4,369.26,110.35
449,6431,113,3,230.13,-8.35
450,2194,70,1,33.16,54.53
451,7191,54,3,478.54,92.51
452,4495,79,2,136.82,77.06
453,7288,9,3,143.43,176.03
454,8277,7,5,178.55,30.15
455,2437,56,3,340.89,167.02
456,8078,96,5,654.27,133.60
457,4111,99,3,39.50,48.05
458,8019,109,5,187.33,217.41
459,1168,40,2,476.38,-18.48
460,9767,24,1,442.95,97.19
461,6000,47,2,226.96,161.82
462,2224,115,2,440.65,167.17
463,545,7,3,13.75,172.48
464,6302,26,5,588.72,220.06
465,8971,85,5,573.05,196.10
466,2112,40,4,80.57,-9.97
467,5510,52,2,676.58,78.35
468,2093,117,3,161.63,95.50
469,2001,18,2,478.82,88.22
470,5738,110,2,168.79,19.50
471,2731,39,3,95.81,209.60
472,3699,19,2,344.22,167.65
473,7093,30,2,701.31,68.10
474,8953,4,2,594.80,34.39
475,1989,3,4,194.15,71.46
476,8250,112,5,358.50,43.13
477,3424,63,5,397.29,94.83
478,8583,63,5,334.46,184.60
479,8216,11,5,495.56,38.35
480,3201,95,1,641.08,38.23
481,3613,113,4,497.93,37.69
482,203,46,1,64.17,-3.32
483,2051,63,3,548.63,-16.46
484,3805,84,2,508.27,-5.49
485,4664,63,4,627.53,43.42
486,9450,49,1,92.35,193.90
487,7978,30,5,11.78,155.54
488,4652,10,2,156.54,84.31
489,6169,107,5,44.74,161.30
490,6586,27,1,648.80,227.47
491,1623,10,4,526.88,204.80
492,2939,101,4,194.72,153.54
493,8613,13,5,520.42,147.47
494,7906,62,5,540.69,117.74
495,8225,17,2,667.50,11.07
496,3028,53,4,337.34,-17.37
497,8425,71,4,704.39,220.18
498,7855,107,2,214.79,35.66
499,6149,98,1,504.68,-8.25
500,7534,99,1,88.44,131.23
501,815,53,5,128.62,-16.48
502,4682,118,2,484.17,88.87
503,4700,62,3,478.00,49.83
504,6666,42,4,260.67,127.60
505,341,64,3,410.35,-18.03
506,7997,116,4,389.50,101.42
507,5416,65,2,584.25,181.22
508,2773,81,5,174.25,41.88
509,224,6,4,504.50,187.24
510,4300,60,3,340.19,60.86
511,8803,39,5,172.37,152.61
512,2107,53,1,659.16,16.94
513,2408,102,2,582.04,204.16
514,588,48,4,346.86,198.72
515,7892,50,2,191.18,-11.18
516,5131,22,2,242.48,145.59
517,2809,81,2,22.76,-3.46
518,9233,64,3,45.12,78.11
519,6197,16,1,570.23,73.47
520,7434,69,5,495.57,11.35
521,1301,22,3,647.61,166.95
522,7304,120,5,540.66,-10.12
523,6774,92,1,545.11,198.62
524,9253,25,4,559.08,115.36
525,999,20,5,259.43,120.25
526,6728,49,2,293.67,31.73
527,223,48,5,173.04,126.82
528,2233,85,4,623.83,222.80
529,7403,97,1,408.31,143.55
530,505,60,5,622.60,162.43
531,5773,92,2,465.70,184.30
532,6293,41,4,565.52,225.39
533,1509,105,4,542.63,48.06
534,9251,55,3,626.70,120.46
535,9476,67,1,608.86,44.69
536,5621,28,2,277.36,7.47
537,1133,98,2,612.77,44.68
538,5520,11,4,237.67,-18.14
539,3312,5,4,100.63,70.07
540,1119,43,4,551.51,73.13
541,9422,9,1,20.80,178.09
542,1024,71,2,129.63,169.02
543,5188,4,4,301.68,154.75
544,5735,30,2,691.37,165.06
545,4576,39,2,387.00,-8.90
546,7962,53,1,214.94,141.77
547,6054,83,1,344.91,219.95
548,1335,84,4,545.97,123.28
549,2160,99,4,563.13,191.78
550,7410,17,2,483.75,215.76
551,8363,70,1,192.76,-17.87
552,4378,43,3,584.10,118.46
553,5396,59,5,91.68,41.71
554,1479,44,5,514.86,-0.87
555,44,78,3,86.89,-3.69
556,3494,117,4,472.95,169.59
557,232,60,2,504.21,52.11
558,6161,50,5,162.91,229.38
559,2678,42,3,66.27,76.14
560,989,71,4,298.54,9.38
561,6824,2,4,122.38,-12.94
562,8041,13,3,362.68,-10.33
563,1129,87,4,580.11,89.74
564,7901,116,5,85.69,79.41
565,8462,2,5,373.08,180.45
566,5984,49,3,565.25,-8.59
567,5621,38,3,629.06,40.27
568,7942,17,1,613.40,65.76
569,6344,112,2,51.80,223.88
570,3853,90,1,460.13,40.11
571,8488,36,2,164.16,26.77
572,4737,104,4,645.64,133.55
573,1639,28,3,572.19,67.96
574,5981,116,3,541.69,115.21
575,3852,81,3,376.72,61.11
576,5333,13,4,13.21,61.11
577,290,16,2,681.53,114.20
578,2883,69,5,264.47,194.81
579,8713,69,4,411.59,64.53
580,8709,8,3,33.95,110.85
581,4148,2,3,279.38,134.93
582,9311,111,4,173.12,89.09
583,6514,72,5,177.32,68.90
584,6006,100,5,378.13,152.62
585,991,73,3,643.48,174.62
586,7241,113,4,611.38,47.21
587,7848,17,4,547.67,7.07
588,4572,49,4,410.98,52.29
589,8819,84,2,520.28,-16.98
590,6072,37,5,111.72,183.45
591,2554,69,1,376.09,2.31
592,489,20,1,398.57,190.87
593,4116,33,5,612.43,51.50
594,408,5,2,570.66,71.93
595,2198,78,5,120.79,163.18
596,9599,110,2,287.17,39.87
597,6154,74,1,182.89,32.09
598,384,30,5,137.30,151.47
599,5809,38,4,191.31,167.64
600,7922,6,5,345.67,210.97
601,2454,54,5,647.71,63.19
602,9859,107,2,172.25,84.45
603,1791,14,3,147.05,64.20
604,1643,75,2,145.21,-4.53
605,158,16,4,613.07,-13.33
606,1542,8,2,450.49,147.54
607,6850,110,3,243.72,33.35
608,3661,94,2,68.07,73.00
609,6533,56,4,559.08,54.92
610,1849,81,2,508.49,187.80
611,8286,33,4,158.31,80.70
612,7236,104,1,227.55,101.18
613,2831,62,5,113.83,193.26
614,1470,107,1,341.83,-17.50
615,8920,6,2,632.60,49.84
616,2490,42,2,543.70,95.51
617,6846,16,5,167.28,170.32
618,2689,91,5,528.60,32.06
619,9010,112,5,246.81,22.03
620,4010,33,2,245.41,109.99
621,3822,33,5,192.22,213.38
622,3586,31,2,605.34,68.29
623,4506,44,2,86.32,52.43
624,6323,25,1,308.15,74.43
625,9979,93,5,300.67,140.59
626,9769,78,5,620.48,163.08
627,6823,23,4,671.08,30.72
628,731,31,3,582.95,198.70
629,3249,108,1,566.72,117.26
630,254,39,4,418.88,60.45
631,2751,2,4,532.88,219.82
632,8620,111,1,698.52,122.12
633,3936,16,1,639.39,131.27
634,1720,34,2,223.25,-1.13
635,3592,13,1,133.70,172.29
636,1671,56,4,312.63,173.67
637,8728,53,1,266.22,118.39
638,2308,116,2,641.32,57.84
639,3643,25,3,436.62,32.17
640,1168,23,1,390.81,102.08
641,442,109,4,681.44,105.32
642,6025,50,2,254.53,111.19
643,2887,105,5,364.33,148.61
644,945,32,1,259.82,156.02
645,8288,34,2,17.15,7.93
646,995,55,2,573.69,224.13
647,9020,119,1,483.82,74.91
648,7303,101,4,58.60,152.25
649,4801,37,5,405.45,47.27
650,6738,34,1,391.45,111.71
651,3881,6,2,47.71,-17.12
652,5126,101,1,192.42,11.89
653,8980,65,2,56.19,79.86
654,4007,48,5,470.76,175.39
655,5748,92,3,686.36,132.80
656,5008,69,2,239.65,115.73
657,6334,75,4,10.68,-7.76
658,3491,29,5,549.11,6.46
659,2710,100,3,103.79,120.82
660,8840,78,4,59.94,208.39
661,6090,54,5,316.89,34.50
662,6983,47,5,317.95,126.16
663,5934,20,2,398.52,46.29
664,9770,37,1,255.54,203.43
665,6077,115,2,356.71,159.30
666,9217,45,5,67.90,109.10
667,4269,11,4,373.41,63.31
668,7460,110,5,562.34,155.06
669,6006,92,1,290.31,147.21
670,7873,46,4,46.35,-1.80
671,7775,63,4,500.24,14.03
672,6870,111,3,325.65,208.18
673,6637,62,2,600.16,127.68
674,1353,55,2,531.68,22.26
675,8764,118,3,372.69,156.63
676,2815,19,2,242.61,193.62
677,180,119,3,146.21,98.25
678,5255,97,5,637.85,183.50
679,8506,68,1,553.26,154.29
680,6882,111,4,287.95,222.49
681,1360,11,3,478.88,6.06
682,4457,95,1,691.24,99.93
683,153,31,1,128.84,59.20
684,864,65,4,555.67,139.52
685,4631,13,2,676.21,141.93
686,3864,103,3,461.48,32.92
687,3364,11,2,360.52,126.31
688,4461,94,2,499.92,170.28
689,8745,24,2,131.04,13.40
690,7849,102,2,644.37,195.60
691,3780,26,2,150.41,21.52
692,1225,105,5,328.76,184.54
693,1688,112,2,405.38,75.69
694,4803,103,5,203.51,121.51
695,3319,81,4,268.84,146.75
696,7789,111,1,439.86,171.96
697,9470,119,4,103.06,20.49
698,8539,73,5,154.88,6.36
699,7636,75,2,283.87,-17.67
700,2678,99,2,532.58,-17.97
701,2906,63,2,421.58,46.75
702,5444,17,2,86.85,200.69
703,8633,118,3,525.48,141.62
704,5733,83,5,135.83,-8.05
705,5766,61,1,538.51,217.96
706,2063,36,1,25.75,40.04
707,6911,106,5,173.92,215.26
708,1404,21,5,101.82,28.69
709,8602,115,5,34.47,153.46
710,5113,49,5,252.75,137.97
711,2169,93,2,570.33,47.96
712,2698,79,1,632.55,216.93
713,3711,42,4,252.70,44.88
714,4565,120,3,419.74,62.74
715,9231,69,1,507.82,68.72
716,2553,45,1,169.45,52.02
717,7434,99,2,177.83,20.61
718,8189,103,1,430.17,18.51
719,4394,65,4,254.68,83.99
720,670,93,3,53.05,81.64
721,4157,63,1,682.16,40.23
722,3678,77,5,671.41,8.21
723,5106,87,5,307.69,200.06
724,6068,1,2,495.16,217.85
725,8286,106,3,361.96,45.20
726,809,49,5,51.86,178.85
727,8117,112,1,99.96,181.98
728,8997,3,4,674.47,-13.20
729,4338,50,4,349.66,30.14
730,3680,9,3,14.34,204.99
731,725,86,1,344.88,177.06
732,970,54,5,683.51,21.07
733,6911,93,4,73.61,170.48
734,8809,102,4,110.69,8.03
735,9540,91,4,190.66,103.28
736,2441,88,5,703.14,20.01
737,2218,24,3,154.30,229.30
738,6340,73,1,132.43,-0.11
739,8880,79,5,333.40,76.91
740,385,119,3,661.21,209.49
741,9551,42,5,233.83,-16.72
742,201,23,5,703.40,37.44
743,7772,102,3,359.86,179.21
744,6036,52,1,488.42,124.62
745,5799,65,4,649.14,22.15
746,5859,47,2,387.32,94.77
747,7849,34,4,675.59,191.66
748,3344,26,3,624.83,211.89
749,2035,66,4,678.50,52.95
750,6217,9,3,595.33,43.45
751,8167,114,1,639.08,196.80
752,3741,19,3,454.64,89.38
753,5502,63,1,404.88,173.50
754,3564,60,5,59.99,100.61
755,4857,68,1,151.91,9.59
756,885,49,1,94.72,134.44
757,2124,40,4,356.04,53.41
758,6727,31,3,189.31,114.57
759,2678,20,4,28.21,211.46
760,8054,20,4,89.23,76.82
761,6846,14,5,92.59,42.36
762,7793,102,1,529.37,46.67
763,9547,8,4,101.74,206.32
764,5215,12,1,415.27,99.57
765,4115,40,4,378.66,31.20
766,4357,109,1,453.74,84.24
767,6038,74,2,275.99,41.63
768,4754,119,2,305.46,196.78
769,1760,41,1,325.92,221.39
770,7917,14,1,573.83,15.76
771,5389,14,2,660.97,101.69
772,3656,83,1,21.94,162.32
773,6837,116,1,586.63,79.56
774,4558,26,4,702.59,147.72
775,6618,28,4,29.42,89.15
776,9270,47,2,162.24,10.40
777,5942,99,5,44.11,142.33
778,3769,118,1,236.11,-4.59
779,1266,68,2,331.65,14.65
780,7698,97,3,124.09,214.16
781,7671,36,5,305.24,92.65
782,6807,87,1,446.06,44.81
783,7007,83,4,428.58,152.24
784,8871,111,3,698.57,78.20
785,560,2,5,267.91,-12.22
786,8533,3,2,352.38,29.57
787,1985,5,2,579.06,-0.55
788,5102,69,1,601.16,10.75
789,129,67,5,435.65,172.41
790,9459,87,1,241.54,155.43
791,3212,35,4,246.04,72.36
792,7260,47,5,450.01,101.00
793,886,103,4,110.62,161.91
794,266,73,4,689.95,202.47
795,4268,47,5,321.83,163.77
796,3610,89,3,88.79,215.06
797,4776,86,3,534.76,62.21
798,4581,89,5,119.84,181.13
799,4748,66,4,311.57,203.02
800,2647,105,1,529.47,157.61
801,4760,31,4,430.57,23.49
802,429,53,5,690.31,-19.75
803,5033,62,3,93.03,31.16
804,3652,62,4,144.92,18.85
805,2795,51,5,30.87,-15.10
806,1291,96,5,190.15,158.22
807,7230,49,2,225.52,28.03
808,8262,14,2,81.23,91.64
809,305,92,4,240.42,112.67
810,7386,61,2,627.32,160.80
811,6090,65,2,260.78,45.15
812,4219,120,2,120.32,130.06
813,6375,38,3,164.19,221.28
814,4211,110,1,436.32,71.64
815,7754,81,5,427.93,61.62
816,8286,114,5,681.33,46.09
817,5673,66,4,565.17,20.83
818,5959,92,1,275.80,119.73
819,280,28,4,607.10,-4.56
820,1169,67,4,561.43,125.93
821,5776,89,5,363.87,141.34
822,2180,29,3,544.69,124.58
823,4535,68,3,26.23,93.32
824,2861,84,3,88.91,87.97
